Advertised,AdvertisedLocationName,AdvertisedShortLocationName,PrimaryLocationCode,CountryCode,CountyNo,Deleted,LocationSignature,Prognosticated,OfficialLocationName,Geometry.SWEREF99TM,Geometry.WGS84
False,Hilleby,Hilleby,10199,SE,[21],False,Hly,False,Hilleby,POINT (618427 6734715),POINT (17.171504751417377 60.7303847446932)
False,Hölö,Hölö,10232,SE,"[1, 2]",False,Hlö,False,Hölö,POINT (645499 6545700),POINT (17.534812591952747 59.02593381814724)
False,Hökmora,Hökmora,10230,SE,[19],False,Hma,False,Hökmora,POINT (564428 6658894),POINT (16.157295581338893 60.062126545188754)
False,Hissmofors,Hissmofors,10201,SE,[23],False,Hmfs,False,Hissmofors,POINT (472839 7021337),POINT (14.457833924689778 63.319808701861575)
False,Hammar,Hammar,10182,SE,[22],False,Hmr,False,Hammar,POINT (639851 6990524),POINT (17.763252189377134 63.01731067687609)
False,Hälsingenybo,Hälsingenybo,10220,SE,[21],False,Hnb,False,Hälsingenybo,POINT (543525 6882332),POINT (15.832936265775896 62.07066617079855)
False,Hällenyland,Hällenyland,10218,SE,[22],False,Hnl,False,Hällenyland,POINT (643112 6944448),POINT (17.788211211164203 62.602978785934255)
False,Hennan,Hennan,10196,SE,[21],False,Hnn,False,Hennan,POINT (547230 6876943),POINT (15.902394009104922 62.02185238190296)
False,Hinsnoret,Hinsnoret,10200,SE,[20],False,Hno,False,Hinsnoret,POINT (534472 6711991),POINT (15.628346426451659 60.54246176438917)
False,Holmsund,Holmsund,1542,SE,[24],False,Hod,False,Holmsund,POINT (765105 7075677),POINT (20.36898395188137 63.70847632212579)
True,Hok,Hok,1530,SE,[6],False,Hok,True,Hok,POINT (456551 6374851),POINT (14.274726036862331 57.51413175686369)
True,Hova,Hova,1569,SE,[14],False,Hova,True,Hova,POINT (454721 6524147),POINT (14.215176177279048 58.854777415109545)
False,Holmån,Holmån,10204,SE,[22],False,Hoå,False,Holmån,POINT (632318 7031922),POINT (17.648333835915135 63.391293391822465)
False,Hallsberg Posten,Hallsberg Posten,10180,SE,[18],False,Hpn,False,Hallsberg Posten,POINT (502655 6546200),POINT (15.04628635478106 59.05520435613222)
False,Hallsbergs rangerbangård,Hallsbergs rangerbangård,1373,SE,[18],False,Hrbg,False,Hallsbergs rangerbangård,POINT (503403 6546585),POINT (15.059332683087057 59.05865656235396)
False,Hallsberg I-gruppen,Hallsberg I-gruppen,10714,SE,[18],False,Hrbi,False,Hallsberg I-gruppen,POINT (503403 6546585),POINT (15.059332683087057 59.05865656235396)
False,Hallsberg U-gruppen,Hallsberg U-gruppen,10715,SE,[18],False,Hrbu,False,Hallsberg U-gruppen,POINT (503403 6546585),POINT (15.059332683087057 59.05865656235396)
False,Hallsberg överlämningsbangården,Hallsberg överlämningsbangården,10716,SE,[18],False,Hrbö,False,Hallsberg överlämningsbangården,POINT (503403 6546585),POINT (15.059332683087057 59.05865656235396)
False,Hörle,Hörle,1757,SE,[6],False,Hrl,False,Hörle,POINT (442923 6346622),POINT (14.053825682668153 57.25907535606688)
False,Hargshamn,Hargshamn,1415,SE,[3],False,Hrm,False,Hargshamn,POINT (692654 6675321),POINT (18.472778162254265 60.16919033597419)
False,Harrträsk,Harrträsk,10188,SE,[25],False,Hrt,False,Harrträsk,POINT (748528 7446533),POINT (20.7143043657725 67.03345645649797)
False,Herrljunga västra,Herrljunga västra,10710,SE,[14],False,Hrv,False,Herrljunga västra,POINT (379726 6437926),POINT (12.961256087655753 58.06646270863741)
False,Hasselfors,Hasselfors,10189,SE,[18],False,Hs,False,Hasselfors,POINT (479732 6549642),POINT (14.646340781231135 59.0856417089806)
False,Hovsta,Hovsta,10207,SE,[18],False,Hsa,False,Hovsta,POINT (512437 6578948),POINT (15.218693335900223 59.34911820072696)
False,Hedensbyn,Hedensbyn,1444,SE,[24],False,Hsb,False,Hedensbyn,POINT (785813 7193591),POINT (21.01073183826848 64.74481379509628)
False,Hanaskog,Hanaskog,1402,SE,[12],False,Hsk,False,Hanaskog,POINT (443697 6224053),POINT (14.093522892010137 56.15816419094391)
True,Hasslerör,Hasslerör,1430,SE,[14],False,Hsr,True,Hasslerör,POINT (438635 6512722),POINT (13.939539496547415 58.750193686974846)
False,Hussjöby,Hussjöby,10210,SE,[22],False,Hsy,False,Hussjöby,POINT (634000 6937877),POINT (17.60574619829963 62.54747983084289)
False,Hörnsjö,Hörnsjö,10233,SE,[24],False,Hsö,False,Hörnsjö,POINT (721940 7082048),POINT (19.507442091561195 63.7953488140365)
False,Hednoret,Hednoret,10193,SE,[25],False,Ht,False,Hednoret,POINT (798077 7315754),POINT (21.531870494443986 65.82344585280207)
True,Hoting,Hoting,1566,SE,[23],False,Htg,True,Hoting,POINT (558406 7110445),POINT (16.199109604163343 64.11559302507804)
False,Hillerstorp,Hillerstorp,1491,SE,[6],False,Hto,False,Hillerstorp,POINT (432756 6352846),POINT (13.883628079325108 57.313593929537454)
False,Hulingsryd,Hulingsryd,10208,SE,[8],False,Hud,False,Hulingsryd,POINT (550050 6373464),POINT (15.835164267963691 57.50099279558494)
False,Hult,Hult,1589,SE,[6],False,Hul,False,Hult,POINT (507688 6389138),POINT (15.128790437778852 57.64448511191451)
True,Husum,Husum,1584,SE,[22],False,Hum,True,Husum,POINT (707955 7030704),POINT (19.15671210062967 63.344363899121824)
False,Husums norra,Husums norra,10211,SE,[22],False,Humn,False,Husums norra,POINT (708470 7031182),POINT (19.167593843989145 63.348342740124565)
False,Huvudsta,Huvudsta,10212,SE,"[1, 2]",False,Huv,False,Huvudsta,POINT (670580 6583400),POINT (18.000647031426297 59.35475926236039)
False,Hundsjön,Hundsjön,10209,SE,[25],False,Huö,False,Hundsjön,POINT (808684 7332798),POINT (21.80267183756891 65.96524062927449)
False,Hjältevad,Hjältevad,1521,SE,[6],False,Hvd,False,Hjältevad,POINT (520542 6387450),POINT (15.343975978646421 57.628920281526476)
True,Håverud,Håverud,1646,SE,[14],False,Hvr,True,Håverud,POINT (350634 6523407),POINT (12.412909595777688 58.82459693872919)
True,Hovslätt,Hovslätt,1575,SE,[6],False,Hvs,True,Hovslätt,POINT (447836 6399532),POINT (14.123948480371501 57.73488563187977)
True,Heby,Heby,1435,SE,[3],False,Hy,True,Heby,POINT (603542 6646227),POINT (16.853164744942234 59.940434493215314)
False,Hyltebruk,Hyltebruk,1623,SE,[13],False,Hyb,False,Hyltebruk,POINT (392867 6318569),POINT (13.236403982266427 56.99820444730236)
False,Hyllstofta,Hyllstofta,10213,SE,[12],False,Hyl,False,Hyllstofta,POINT (393466 6222146),POINT (13.285879318424943 56.13246404272234)
False,Håsjö,Håsjö,10215,SE,[23],False,Hå,False,Håsjö,POINT (564424 6988834),POINT (16.272961057505583 63.02339810340543)
False,Harmånger,Harmånger,10187,SE,[21],False,Håg,False,Harmånger,POINT (619196 6865514),POINT (17.268878305558065 61.90351482923841)
False,Håmojåkk,Håmojåkk,1638,SE,[25],False,Håk,False,Håmojåkk,POINT (722119 7476760),POINT (20.167928358327863 67.32408484650898)
False,Hållsta,Hållsta,10214,SE,[4],False,Hål,False,Hållsta,POINT (583078 6573835),POINT (16.45861411300966 59.29522004181788)
False,Hästbo,Hästbo,10223,SE,[21],False,Hä,False,Hästbo,POINT (580064 6702306),POINT (16.45525825451784 60.44903963387154)
False,Hämrasviken,Hämrasviken,10221,SE,[22],False,Häb,False,Hämrasviken,POINT (652805 7014175),POINT (18.040899876472736 63.224059189037675)
False,Härad,Härad,10222,SE,[4],False,Häd,False,Härad,POINT (608767 6581376),POINT (16.913184699558382 59.35707314246342)
False,Häggsjön,Häggsjön,10216,SE,[22],False,Hän,False,Häggsjön,POINT (640332 6941155),POINT (17.731409928876968 62.57452228237708)
False,Härryda,Härryda,4995,SE,[14],False,Häy,False,Härryda,POINT (339267 6397358),POINT (12.303603153809869 57.68966584883779)
True,Hörnefors,Hörnefors,1582,SE,[24],False,Höf,True,Hörnefors,POINT (743239 7065470),POINT (19.912342854331154 63.63300132670647)
False,Högbysjön,Högbysjön,10226,SE,[22],False,Hög,False,Högbysjön,POINT (694847 7026344),POINT (18.89017056886304 63.31270594511343)
False,Högdalen,Högdalen,10227,SE,"[1, 2]",False,Hön,False,Högdalen,POINT (673424 6572669),POINT (18.04198198571038 59.25736898613509)
False,Hössjön,Hössjön,10234,SE,[24],False,Hös,False,Hössjön,POINT (746010 7068181),POINT (19.972302155953688 63.65532085516045)
True,Högsby,Högsby,1737,SE,[8],False,Höy,True,Högsby,POINT (562137 6336316),POINT (16.02746456741252 57.165850289160375)
False,Ivarsbjörke,Ivarsbjörke,1811,SE,[17],False,Ibe,False,Ivarsbjörke,POINT (396356 6648359),POINT (13.143941129969097 59.95954273697371)
True,Iggesund,Iggesund,1788,SE,[21],False,Id,True,Iggesund,POINT (610270 6836373),POINT (17.08136441768462 61.64478750986341)
False,Ingatorp,Ingatorp,1796,SE,[6],False,Igt,False,Ingatorp,POINT (524904 6388094),POINT (15.417081993610674 57.634485143795324)
False,Ingmår,Ingmår,1802,SE,[17],False,Imr,False,Ingmår,POINT (397857 6639284),POINT (13.175282491186676 59.878471527293094)
False,Isätra,Isätra,10236,SE,[19],False,Ist,False,Isätra,POINT (597456 6645753),POINT (16.744076523780965 59.93766490025493)
True,Bolzano,Bolzano,2026,IT,,False,It.bol,False,Bolzano,,POINT (11.358573995589287 46.49633799604271)
True,Venedig,Venedig,2593,IT,,False,It.ven,False,Venedig,,POINT (12.32349904861378 45.44496302678657)
False,Jonsered östra,Jonsered östra,10239,SE,[14],False,J,False,Jonsered östra,POINT (332911 6404476),POINT (12.192176105785652 57.751211548541626)
False,Järbo,Järbo,10244,SE,[21],False,Jb,False,Järbo,POINT (587475 6732106),POINT (16.603101572025185 60.714956124184646)
False,Johannisberg,Johannisberg,1830,SE,[22],False,Jbg,False,Johannisberg,POINT (552996 6930750),POINT (16.028880126237908 62.503996327089446)
False,Jädersbruk,Jädersbruk,10243,SE,[19],False,Jbk,False,Jädersbruk,POINT (545326 6585670),POINT (15.79839235275387 59.407224698871126)
False,Jakobshyttan,Jakobshyttan,10237,SE,[5],False,Jho,False,Jakobshyttan,POINT (509210 6518688),POINT (15.159420532005782 58.80803602670114)
True,Jokkmokk,Jokkmokk,1835,SE,[25],False,Jk,True,Jokkmokk,POINT (714266 7395894),POINT (19.840095027356526 66.60709505524483)
False,Järlåsa,Järlåsa,10246,SE,[3],False,Jla,False,Järlåsa,POINT (623296 6640658),POINT (17.20312043045532 59.88502783058973)
True,Jamtli,Jamtli,10642,SE,[23],False,Jli,True,Jamtli,POINT (481461 7006472),POINT (14.631637633372126 63.18694908727409)
False,Järlebo,Järlebo,10245,SE,[3],False,Jlo,False,Järlebo,POINT (652287 6669539),POINT (17.74190322480038 60.134390892289595)
False,Järneträsk,Järneträsk,10247,SE,[25],False,Jnt,False,Järneträsk,POINT (763909 7291725),POINT (20.74009218938929 65.63896334719142)
True,Järpen,Järpen,1873,SE,[23],False,Jpn,True,Järpen,POINT (423524 7024651),POINT (13.472155579188211 63.34240277067968)
True,Järpås,Järpås,1874,SE,[14],False,Jps,True,Järpås,POINT (381287 6472696),POINT (12.969950488290149 58.37898394216304)
True,Järvsö,Järvsö,1876,SE,[21],False,Jr,True,Järvsö,POINT (561960 6843067),POINT (16.172093548304808 61.71569442848653)
True,Jörn,Jörn,1892,SE,[24],False,Jrn,True,Jörn,POINT (736499 7223817),POINT (20.029360440856387 65.05332357880235)
True,Jämtlands Sikås,Jämtlands Sikås,1858,SE,[23],False,Js,True,Jämtlands Sikås,POINT (510233 7055378),POINT (15.206458409193957 63.626198189429466)
False,Jularbo,Jularbo,1847,SE,[20],False,Ju,False,Jularbo,POINT (569814 6669709),POINT (16.257712845023423 60.15833050300518)
False,Jenny,Jenny,10238,SE,[8],False,Jy,False,Jenny,POINT (593969 6403284),POINT (16.579363779636303 57.76177578223593)
False,Juån,Juån,10242,SE,[22],False,Jå,False,Juån,POINT (529093 6915442),POINT (15.562272442351189 62.3692451094072)
False,Jönåker,Jönåker,10249,SE,[4],False,Jår,False,Jönåker,POINT (599815 6512758),POINT (16.724657912262238 58.74334257148002)
False,Järnforsen,Järnforsen,10248,SE,[8],False,Jäf,False,Järnforsen,POINT (537302 6363084),POINT (15.620878075084423 57.408984974460985)
False,Järlövsby,Järlövsby,1864,SE,[13],False,Jäy,False,Järlövsby,POINT (340925 6351474),POINT (12.36126050790549 57.27853076973786)
False,Jönköpings godsbangård,Jönköpings godsbangård,1883,SE,[6],False,Jögb,False,Jönköpings godsbangård,POINT (450807 6402743),POINT (14.173179763380094 57.76406035115404)
False,Koijuvaara,Koijuvaara,10277,SE,[25],False,Kaa,False,Koijuvaara,POINT (749007 7449300),POINT (20.73109345325708 67.05775928110128)
False,Karpalund,Karpalund,10258,SE,[12],False,Kap,False,Karpalund,POINT (443597 6210983),POINT (14.094672685742093 56.04073576703073)
False,Kalmar södra,Kalmar södra,1924,SE,[8],False,Kas,False,Kalmar södra,POINT (581579 6281078),POINT (16.331082397120124 56.66670635118453)
False,Karlskoga Dalbacksgatan,Karlskoga Dalbacksgatan,10256,SE,[18],False,Kasd,False,Karlskoga Dalbacksgatan,POINT (472105 6576496),POINT (14.509817432595707 59.32636053738753)
False,Kattisavan,Kattisavan,10262,SE,[24],False,Kat,False,Kattisavan,POINT (650338 7184720),POINT (18.15997838110568 64.75337323865286)
False,Kattisträsk,Kattisträsk,10263,SE,[24],False,Kaä,False,Kattisträsk,POINT (739888 7183364),POINT (20.032824101195335 64.68932523822507)
False,Korsberga,Korsberga,2089,SE,[6],False,Kba,False,Korsberga,POINT (507418 6350990),POINT (15.123109636071772 57.30181429820657)
True,Karbenning,Karbenning,1928,SE,[19],False,Kbn,True,Karbenning,POINT (559793 6655999),POINT (16.073212670355755 60.03683857169052)
False,Kejsarbäcken,Kejsarbäcken,10646,SE,[18],False,Keb,False,Kejsarbäcken,POINT (483886 6632898),POINT (14.71254610129855 59.83344928423958)
False,Keräsjoki,Keräsjoki,10264,SE,[25],False,Kei,False,Keräsjoki,POINT (906360 7331768),POINT (23.92395702275003 65.8466242686917)
False,Kortfors,Kortfors,10283,SE,[18],False,Kf,False,Kortfors,POINT (481610 6586625),POINT (14.675973197874242 59.41783987085591)
False,Kolforsen,Kolforsen,2065,SE,[21],False,Kfn,False,Kolforsen,POINT (600610 6746729),POINT (16.8512361943747 60.84308281351564)
False,Kungsgården,Kungsgården,10295,SE,[21],False,Kgd,False,Kungsgården,POINT (588766 6719591),POINT (16.621094263717627 60.602352104823225)
False,Kragenäs,Kragenäs,10287,SE,[14],False,Kgs,False,Kragenäs,POINT (283547 6523700),POINT (11.253071794949133 58.79874782906229)
False,Klenshyttan,Klenshyttan,10272,SE,[20],False,Khy,False,Klenshyttan,POINT (505800 6663429),POINT (15.10432407533829 60.1078690743661)
False,Kirunavaara,Kirunavaara,2019,SE,[25],False,Kia,False,Kirunavaara,POINT (718979 7530000),POINT (20.198888673885527 67.80203631461701)
True,Kinnared,Kinnared,2000,SE,[13],False,Kid,True,Kinnared,POINT (385094 6321786),POINT (13.107056272057495 57.02522092003518)
True,Kinna,Kinna,1997,SE,[14],False,Kin,True,Kinna,POINT (362043 6376013),POINT (12.697446486245802 57.50564669743882)
False,Kjula,Kjula,10271,SE,[4],False,Kju,False,Kjula,POINT (594508 6578785),POINT (16.66136742624284 59.337252487462585)
True,Katterjåkk,Katterjåkk,1972,SE,[25],False,Kjå,True,Katterjåkk,POINT (629691 7593037),POINT (18.160849117159515 68.42015762305317)
False,Klockarbäcken,Klockarbäcken,4367,SE,[24],False,Klbn,False,Klockarbäcken,POINT (752596 7091179),POINT (20.142122016377243 63.856235892792384)
False,Kallholsfors,Kallholsfors,1912,SE,[20],False,Klh,False,Kallholsfors,POINT (484088 6781466),POINT (14.704242850533305 61.167370088510175)
True,Källby,Källby,2225,SE,[14],False,Kll,True,Källby,POINT (401065 6486806),POINT (13.301883871584824 58.51056882529373)
False,Kälarne,Kälarne,2222,SE,[23],False,Kln,False,Kälarne,POINT (554902 6983894),POINT (16.08321443433724 62.98063517951192)
False,Koler,Koler,10278,SE,[25],False,Klr,False,Koler,POINT (753975 7274801),POINT (20.493215528952682 65.49579030753878)
False,Kilvo,Kilvo,10267,SE,[25],False,Klv,False,Kilvo,POINT (758491 7424764),POINT (20.894671770081278 66.83086244723326)
False,Kalix Östra,Kalix Östra,1907,SE,[25],False,Klx,False,Kalix Östra,POINT (872513 7328251),POINT (23.180300905424957 65.85662821860203)
True,Kalix Västra,Kalix Västra,10697,SE,[25],False,Klxv,True,Kalix Västra,POINT (870706 7328943),POINT (23.14306886467515 65.86487409316338)
False,Kilsmo,Kilsmo,10266,SE,[18],False,Km,False,Kilsmo,POINT (530716 6547490),POINT (15.53565905091648 59.06569149426365)
True,Kiruna,Kiruna,2007,SE,[25],False,Kmb,True,Kiruna malmbangård,POINT (718373 7537363),POINT (20.19923060497596 67.86826320316291)
False,Kvarnängen,Kvarnängen,10684,SE,"[1, 2]",False,Kng,False,Kvarnängen,POINT (668503 6535864),POINT (17.927513701296867 58.929263987074556)
True,Knalleland,Knalleland,2064,SE,[14],False,Knl,True,Knalleland,POINT (377497 6400963),POINT (12.942554103162173 57.734059829132484)
False,Knapptorp,Knapptorp,10276,SE,[18],False,Knp,False,Knapptorp,POINT (496076 6593967),POINT (14.930724871734526 59.48415482942789)
True,Kolsnäs,Kolsnäs,2067,SE,[17],False,Kns,True,Kolsnäs,POINT (395770 6633471),POINT (13.140935191422752 59.825780015443385)
False,Knäred,Knäred,5003,SE,[13],False,Knä,False,Knäred,POINT (396105 6264736),POINT (13.311517369641487 56.51552965627155)
False,Kornsjö gränsen,Kornsjö gränsen,2084,SE,,False,Ko,False,Kornsjö gränsen,POINT (307786 6538319),POINT (11.659170012964228 58.94130593589014)
False,Kolke,Kolke,10279,SE,[4],False,Koe,False,Kolke,POINT (627013 6548663),POINT (17.214767431267035 59.05841957038295)
False,Kornsjö gräns,Kornsjö gräns,,SE,,False,Kogr,False,Kornsjö gräns,POINT (307786 6538319),POINT (11.659170012964228 58.94130593589014)
False,Kosjärv,Kosjärv,10284,SE,[25],False,Koj,False,Kosjärv,POINT (856109 7334546),POINT (22.841449579992233 65.93127567489196)
False,Koskullskulle,Koskullskulle,10286,SE,[25],False,Kos,False,Koskullskulle,POINT (747747 7463661),POINT (20.732655291771927 67.18697766992004)
False,Korsnäs,Korsnäs,10281,SE,[20],False,Koä,False,Korsnäs,POINT (539048 6716898),POINT (15.71271836514955 60.58609747776114)
False,Kaisepakte,Kaisepakte,1903,SE,[25],False,Kpe,False,Kaisepakte,POINT (677558 7580915),POINT (19.30332662916185 68.28568779202541)
False,Korpklev,Korpklev,10280,SE,[5],False,Kpkv,False,Korpklev,POINT (536718 6421246),POINT (15.62000991421627 57.93144396609615)
False,Köpmannebro,Köpmannebro,10305,SE,[14],False,Kpm,False,Köpmannebro,POINT (355839 6516952),POINT (12.507121046192788 58.76845392482941)
False,Karsbäcken,Karsbäcken,10259,SE,[24],False,Krb,False,Karsbäcken,POINT (736257 7206968),POINT (19.99598622269543 64.90289079201926)
True,Kristinebergsbadet,Kristinebergsbadet,,SE,[8],False,Kre,False,Kristinebergsbadet,POINT (552910 6374815),POINT (15.883174725875621 57.5128022168003)
True,Kramfors,Kramfors,2112,SE,[22],False,Krf,True,Kramfors,POINT (641034 6980726),POINT (17.778236837037646 62.92901612202705)
False,Kringlan,Kringlan,10289,SE,[21],False,Krl,False,Kringlan,POINT (611248 6760738),POINT (17.054911837873362 60.96593885047295)
True,Krokom,Krokom,2126,SE,[23],False,Krm,True,Krokom,POINT (472351 7022028),POINT (14.447974654317017 63.32597268864727)
False,Krampen,Krampen,10288,SE,[19],False,Krn,False,Krampen,POINT (532583 6622880),POINT (15.579665054772914 59.7425275127666)
False,Krokom OJ,Krokom OJ,2106,SE,[23],False,Kroj,False,Krokom OJ,POINT (470596 7023439),POINT (14.412679342304502 63.3384956485121)
False,Krökesbo,Krökesbo,10293,SE,[6],False,Kröb,False,Krökesbo,POINT (470397 6396213),POINT (14.503228017075553 57.70712751609006)
False,Karlskoga centrum,Karlskoga centrum,10255,SE,[18],False,Ksac,False,Karlskoga centrum,POINT (472847 6576320),POINT (14.522877784679524 59.324828456327204)
False,Karlsberg,Karlsberg,10252,SE,[23],False,Ksg,False,Karlsberg,POINT (532519 6979213),POINT (15.64072323451775 62.94131807953766)
False,Kistinge,Kistinge,2014,SE,[13],False,Kst,False,Kistinge,POINT (372066 6279096),POINT (12.914015210454352 56.63853542613151)
False,Kvicksund,Kvicksund,2192,SE,[19],False,Ksu,False,Kvicksund,POINT (574227 6591798),POINT (16.309467141090018 59.458135008193636)
True,Kvicksund,Kvicksund,10656,SE,[4],False,Ksus,True,Kvicksunds Södra,POINT (574877 6590991),POINT (16.320647945912867 59.45077467715711)
False,Karsjö,Karsjö,10260,SE,[21],False,Ksö,False,Karsjö,POINT (566851 6834750),POINT (16.26154157922061 61.64022873279838)
False,Kapellet,Kapellet,10251,SE,[18],False,Kt,False,Kapellet,POINT (476633 6584895),POINT (14.58847062506674 59.40205769913624)
True,Kaitum,Kaitum,1904,SE,[25],False,Ktm,True,Kaitum,POINT (717342 7500820),POINT (20.103269072889017 67.54257738953389)
False,Korsträsk,Korsträsk,10282,SE,[25],False,Ktä,False,Korsträsk,POINT (769352 7295111),POINT (20.86457953344716 65.66468899156062)
False,Klingerud,Klingerud,10273,SE,[17],False,Kud,False,Klingerud,POINT (407153.8 6595017.9),POINT (13.360805207248257 59.483334614479304)
False,Krokvik,Krokvik,2128,SE,[25],False,Kv,False,Krokvik,POINT (712244 7543901),POINT (20.066745798360888 67.93122720851309)
False,Koskivaara,Koskivaara,10285,SE,[25],False,Kva,False,Koskivaara,POINT (764359 7404992),POINT (20.98446144291737 66.6494408200836)
False,Kvillsfors,Kvillsfors,2198,SE,[6],False,Kvf,False,Kvillsfors,POINT (529786 6362386),POINT (15.495698349328455 57.40326945669608)
True,Välsviken,Välsviken,10257,SE,[17],False,Kvä,True,Karlstad Välsviken,POINT (419467 6584464),POINT (13.582080612379423 59.3911336347813)
True,Kvarnsjö,Kvarnsjö,2184,SE,[23],False,Kvö,True,Kvarnsjö,POINT (467744 6937384),POINT (14.372482887323056 62.56592387070555)
False,Kalixfors,Kalixfors,10250,SE,[25],False,Kx,False,Kalixfors,POINT (719953 7523307),POINT (20.20855463589429 67.74151691322668)
False,Kopparåsen,Kopparåsen,2078,SE,[25],False,Kå,False,Kopparåsen,POINT (643704 7594479),POINT (18.5036180142774 68.42627550827272)
True,Kåbdalis,Kåbdalis,2208,SE,[25],False,Kåb,True,Kåbdalis,POINT (724874 7345902),POINT (19.98872198397923 66.15278823127798)
False,Källeryd,Källeryd,10299,SE,[14],False,Kä,False,Källeryd,POINT (393573 6442898),POINT (13.193576737105273 58.11463779178727)
False,Kärreberga,Kärreberga,10302,SE,[12],False,Käb,False,Kärreberga,POINT (374692 6223310),POINT (12.98345543772521 56.138357586767164)
False,Källene,Källene,10641,SE,[21],False,Käe,False,Källene,POINT (607915 6801604),POINT (17.0166554998162 61.33352118740985)
False,Kälvattnet,Kälvattnet,10300,SE,[22],False,Käv,False,Kälvattnet,POINT (648616 7036003),POINT (17.977831355768785 63.42145615829158)
False,Karlstads östra,Karlstads östra,10721,SE,[17],False,Kö,False,Karlstads östra,POINT (415798 6583530),POINT (13.517872260262646 59.38203135699993)
False,Könsa,Könsa,10304,SE,[22],False,Köa,False,Könsa,POINT (709273 7036014),POINT (19.18990125155154 63.39112428908016)
True,Köpingebro,Köpingebro,2263,SE,[12],False,Köp,True,Köpingebro,POINT (432531.048 6146067.895),POINT (13.93312038837748 55.45612497859328)
False,Lappberg,Lappberg,2307,SE,[25],False,Lab,False,Lappberg,POINT (720817 7506749),POINT (20.196095789834256 67.59295861666257)
False,Lidlund,Lidlund,10314,SE,[24],False,Ldl,False,Lidlund,POINT (736945 7215890),POINT (20.025426628725448 64.9821522266524)
False,Karlsvik,Karlsvik,,SE,[25],False,Le.k,False,Karlsvik,POINT (823643 7293155),POINT (22.031965500414064 65.59741712516619)
False,Leksboda,Leksboda,10311,SE,[20],False,Lea,False,Leksboda,POINT (501101 6737903),POINT (15.020214711018424 60.776585371745234)
False,Lekarekulle,Lekarekulle,10310,SE,[13],False,Lek,False,Lekarekulle,POINT (328890 6365992),POINT (12.151821042947004 57.40443993238841)
True,Lene,Lene,2329,SE,[17],False,Len,True,Lene,POINT (393749 6602142),POINT (13.12072841208978 59.54409389578651)
False,Lilla Edet,Lilla Edet,2370,SE,[14],False,Let,False,Lilla Edet,POINT (330763 6446993),POINT (12.125773989493378 58.13182507823502)
True,Långbron,Långbron,2520,SE,[14],False,Lgb,True,Långbron,POINT (343465 6536160),POINT (12.27992409740736 58.93645459437499)
False,Ledsgård,Ledsgård,10309,SE,[13],False,Lgd,False,Ledsgård,POINT (326131 6379945),POINT (12.096045017357566 57.52857082367219)
True,Lillhamra,Lillhamra,2379,SE,[21],False,Lhr,True,Lillhamra,POINT (489183 6834274),POINT (14.795872638091325 61.64161763792471)
False,Lillaryd,Lillaryd,,SE,[12],False,Lia,False,Lillaryd,POINT (398263 6222197),POINT (13.363006744554863 56.133968484389115)
False,Linaälv,Linaälv,2397,SE,[25],False,Lin,False,Linaälv,POINT (725813 7469537),POINT (20.239292032199472 67.25678850094323)
True,Lit,Lit,2427,SE,[23],False,Lit,True,Lit,POINT (492822 7021073),POINT (14.856726724178714 63.31839790768452)
False,Ljungaverks lastplats,Ljungaverks lastplats,2434,SE,[22],False,Ljun,False,Ljungaverks lastplats,POINT (555556 6929917),POINT (16.07830053843003 62.49614586525945)
True,Ljungaverk,Ljungaverk,2433,SE,[22],False,Ljv,True,Ljungaverk,POINT (554997 6929845),POINT (16.067429929363527 62.495583041305416)
False,Lökom,Lökom,10344,SE,[22],False,Lkm,False,Lökom,POINT (631012 7006651),POINT (17.60172375617455 63.16520546485313)
False,Lindekullen,Lindekullen,10320,SE,[5],False,Lkn,False,Lindekullen,POINT (505626 6457138),POINT (15.095863023942144 58.25529933071288)
False,Lakaträsk,Lakaträsk,10307,SE,[25],False,Lkä,False,Lakaträsk,POINT (774653 7364056),POINT (21.125336889630816 66.2753198981762)
False,Linddalen,Linddalen,10318,SE,[18],False,Lln,False,Linddalen,POINT (486737 6541344),POINT (14.769071049972284 59.01139705235086)
False,Liljeholmen,Liljeholmen,10316,SE,"[1, 2]",False,Lm,False,Liljeholmen,POINT (672275 6578362),POINT (18.026391848529123 59.30889139489232)
True,Lomma,Lomma,10694,SE,[12],False,Lma,True,Lomma,POINT (378894 6171144),POINT (13.07439071453237 55.67099445797378)
False,Lemmeströ,Lemmeströ,10312,SE,[12],False,Lmm,False,Lemmeströ,POINT (396620 6150716),POINT (13.363747715024576 55.49160938645491)
False,Långviksmon,Långviksmon,10340,SE,[22],False,Lmn,False,Långviksmon,POINT (682899 7061453),POINT (18.69260852667758 63.63345254474329)
False,Löcknamon,Löcknamon,10658,SE,[18],False,Lmo,False,Löcknamon,POINT (504102.7 6530408.6),POINT (15.07123171084671 58.913375687442304)
False,Lomselenäs,Lomselenäs,2462,SE,[24],False,Lms,False,Lomselenäs,POINT (623758 7235074),POINT (17.646350862526678 65.21555931015104)
False,Lernacken,Lernacken,10313,SE,[12],False,Lnk,False,Lernacken,POINT (367921 6159727),POINT (12.905518424375105 55.565615951849516)
False,Lidnäs,Lidnäs,10315,SE,[7],False,Lns,False,Lidnäs,POINT (475762 6325262),POINT (14.600253209303242 57.07011672549453)
False,Långvattnet,Långvattnet,10339,SE,[22],False,Lnv,False,Långvattnet,POINT (684688 7063724),POINT (18.731308211502338 63.65285941759721)
